"資料集識別碼","資料集名稱","資料提供屬性","服務分類","品質檢測","檔案格式","資料下載網址","編碼格式","資資料集上架方式","資料集描述","主要欄位說明","提供機關","更新頻率","授權方式","相關網址","計費方式","提供機關聯絡人姓名","提供機關聯絡人電話","上架日期","詮釋資料更新時間","備註","資料量"
"9998","行政院海岸巡防署海岸巡防總局會計月報","檔案資料","公共資訊","金","ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP;ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10401.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10402.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10403.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10404.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10405.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10406.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10407.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10408.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10409.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10410.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10411.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10412.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10501.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10502.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10503.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10504.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10505.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10506.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10507.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10508.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10509.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10510.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10511.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10512.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10601.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10602.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10603.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10604.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10605.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10606.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10607.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10608.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10609.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10610.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10611.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10612.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10701.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10702.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10703.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10704.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10705.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10706.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10707.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10708.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10709.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10710.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10711.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/coastam10712.zip","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","原始資料","行政院海岸巡防署海岸巡防總局會計月報資料(期間104年1月份至107年12月份)","會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;原預算數;追加減數;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","http://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1439517509158.zip","免費","秦先生","0229406341#361824","2015-01-09 00:00:00","2024-08-12 18:53:26","授權說明網址: http://data.gov.tw/license","110;183;201;234;243;247;257;257;262;297;297;297;151;202;212;215;289;296;296;306;311;311;321;311;148;184;193;231;236;244;246;250;254;254;254;266;194;257;326;338;338;384;387;387;386;386;386;425"
"12669","行政院海岸巡防署海洋巡防總局單位預算","檔案資料","公共資訊","金","CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1425634288711.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1425634179651.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1441180627314.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f13579246890.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2016083105195.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1060224093502.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1060831091102.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/20180327113018.csv","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","原始資料","海洋委員會海巡署107年組織改造前行政院海岸巡防署海洋巡防總局104-107年度單位預算案書及法定預算書","項次;104年度行政院海岸巡防署海洋巡防總局單位預算案","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","張小姐","02-22399201","2015-03-06 00:00:00","2024-08-12 18:51:11","授權說明網址: http://data.gov.tw/license","1;1;1;1;1;1;1;1"
"7090","機關檔案管理結果","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024032617151.csv","UTF-8","原始資料","爰依檔案中央主管機關蒐整各機關之檔案管理資訊中本署檔案管理相關訊息開放公開閱覽。","機關名稱;現職人數;男;女;任職1年以下者;實際支用金額(千元);紙本(件);線上(件);攝影類(件);錄影(音)帶類(件);電子媒體類(件);永久保存(件);定期保存(件);檔案應用處所數量;民眾申請(件);核准(件);駁回(件)","海洋委員會海巡署","每1年","政府資料開放授權條款-第1版","","免費","林小姐","0222399201#266635","2013-12-17 00:00:00","2024-08-12 18:31:29","授權說明網址: http://data.gov.tw/license","11"
"7089","本署各安檢所及海巡隊地址","檔案資料","公共資訊","金","ZIP;GEOJSON","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1382020240423.zip;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1382000434168.geojson","其他;UTF-8","原始資料","海巡署臺、澎、金、馬地區各安檢所及海巡隊地址","項目;地區;名稱;郵遞區號;地址;座標(WGS84)X;座標(WGS84)Y","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","陳先生","0222399201#266415","2013-12-17 00:00:00","2024-08-12 18:30:19","更新頻率說明: 視實際變動更新
授權說明網址: http://data.gov.tw/license","304;253"
"9957","淨灘執行成效統計","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042314272.csv","UTF-8","原始資料","海巡署各分署相關淨灘執行成效統計","期間;場次;海洋廢棄物（公斤）","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","陳先生","0222399201#266415","2015-01-02 00:00:00","2024-08-12 18:28:20","授權說明網址: http://data.gov.tw/license","10"
"5992","海巡季刊資料集","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042314275.zip","UTF-8","原始資料","海洋委員會海巡署之海巡季刊為每3個月定期出版刊物，內容包含蔚海焦點視界、CGA交流雲、EAP舒心坊及巡星實境SHOW等。","項次;刊物名稱;發行機關;發行日期;聯絡地址;聯絡方式;網址","海洋委員會海巡署","每1年","政府資料開放授權條款-第1版","http://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1363854557552.zip","免費","宋先生","0222399201#266728","2013-03-27 00:00:00","2024-08-12 18:25:47","授權說明網址: http://data.gov.tw/license","118"
"53906","臺南市旅遊人數明細表","檔案資料","休閒旅遊","金","JSON","https://soa.tainan.gov.tw/Api/Service/Get/bedf8239-5346-4006-b265-3c750336650b","UTF-8","系統介接程式","本資料集提供古蹟旅遊人數明細表 ","_id;年度;月份;赤崁樓;億載金城;安平古堡;安平樹屋;台灣船園區;山上花園水道博物館;左鎮化石園區","臺南市政府文化局","每1年","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/tourists-statis","免費","林建志","(06)2991111#8368","2017-03-16 03:36:16","2024-06-18 13:00:09","","1"
"7543","臺南市公共圖書館聯絡資訊","檔案資料","求學及進修","白金","JSON;JSON;CSV","https://soa.tainan.gov.tw/Api/Service/Get/34ed6d09-7d3f-4f5d-96d6-888a819d5bd0;https://soa.tainan.gov.tw/Api/Service/GetJsonLd/34ed6d09-7d3f-4f5d-96d6-888a819d5bd0;https://data.tainan.gov.tw/dataset/271198eb-d49e-4f99-893f-dfe7724192c1/resource/f0154b5e-375c-46b8-a928-c0f7a33cddfd/download/855a3261-d134-441a-bfc4-98c6936ae4ca.csv","UTF-8;UTF-8;UTF-8","系統介接程式","本資料集主要提供臺南市公共圖書館聯絡資訊","Seq;館別;CountyCode;AreaCode;Village;StreetDoorPlate;電話;開放時間;X坐標;Y坐標","臺南市政府文化局","每1年","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/libraryinfo","免費","黃盈憲","(06)3035855#222","2015-02-13 08:01:09","2024-06-06 21:00:08","","1;1"
"135075","臺南市各區區公所原住民服務窗口連絡電話","檔案資料","公共資訊","白金","JSON;CSV;JSON;CSV","https://soa.tainan.gov.tw/Api/Service/Get/d52e4ab4-9ce3-4474-b953-90e9d55e5741;https://data.tainan.gov.tw/dataset/fea899fc-7431-48e6-bbcf-41961252aea1/resource/4dd4892d-e515-4362-a2b5-5c3a7ef73299/download/8f0911ed-e2be-40ed-aed5-ab4ce1442cbb.csv;https://soa.tainan.gov.tw/Api/Service/Get/3aa6d55a-19d5-4f69-b8d0-742362725507;https://data.tainan.gov.tw/dataset/fea899fc-7431-48e6-bbcf-41961252aea1/resource/f78fe498-1d73-4053-b810-47eeb902a37b/download/df9e39ec-3e24-49f6-a0e9-3a1b45cb9cf9.csv","UTF-8;UTF-8;UTF-8;UTF-8","系統介接程式","臺南市各區區公所原住民服務窗口連絡電話資料","單位;服務電話;分機","原住民族事務委員會","不定期更新","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/http-tnda-tainan-gov-tw-civilbook-page-asp-page-178","免費","劉定杰","06-2991111#8965","2020-05-15 06:40:07","2024-06-05 21:00:04","OAS標準之API說明文件：https://opengov.tainan.gov.tw/Od/api/doc/od2 Swagger 產生API說明頁面網址：https://petstore.swagger.io/","1;1"
"7785","海巡法規","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20240510082501.zip","UTF-8","原始資料","資料集包括下列資料：一、法律：計有「海岸巡防法」「海岸巡防機關器械使用條例」、「海洋委員會海巡署組織法」等3種。二、法規命令：計有「海洋委員會海巡署處務規程」、「海洋委員會海巡署教育訓練測考中心辦事細則」、「海洋委員會海巡署教育訓練測考中心組織規程」等25種。三、行政規則：計有「海洋委員會海巡署署長電子信箱信件處理作業程序」、「海洋委員會海巡署門禁管制及停車場管理規定」、「海洋委員會海巡署性騷擾防治申訴調查及處理要點」等25種","項次;法規名稱;法規種類;最後異動日期;本署業管單位;下載網址;備註","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","陳先生","0222399201#266183","2014-06-19 00:00:00","2024-05-10 09:32:26","更新頻率說明: 適時更新
授權說明網址: http://data.gov.tw/license","65"
"166260","本署海洋驛站一覽表 ","檔案資料","公共資訊","銀","CSV;GEOJSON","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042212001.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042212001.geojson","UTF-8;UTF-8","原始資料","本署所屬安檢所多位處省道沿線，各所內均設有民眾服務休息區，平時皆提供往來遊憩民眾各項諮詢及服務，為提升為民服務品質，與政府觀光服務政策接軌，挑選合適之安檢所，將勤務轉與遊憩服務結合，扮演旅遊者中繼休息服務站的角色，24小時不打烊之服務措施，填補政府服務據點不足，期能發揮最大服務效能","物件識別碼;類型;;行政區;服務處所名稱;聯絡方式;GPS定址(經度);GPS定址(緯度);服務項目;截至113年4月到訪人次(總計);截至113年4月到訪人次(男);截至113年4月到訪人次(女)","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","張先生","02-22399201#266516","2023-11-10 00:00:00","2024-05-09 18:47:51","授權說明網址: http://data.gov.tw/license","13;13"
"99901","臺南市政府中程施政計畫","檔案資料","公共資訊","金","JSON","https://www.tainan.gov.tw/OpenData.aspx?SN=D4530250726828B1&take=500","UTF-8","系統介接程式","本資料集提供臺南市政府中程施政計畫","連結網址;刊登日期;名稱;電子檔","研究發展考核委員會","每1年","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/mid-admin-plan","免費","林訓玄","06-299-1111分機8442","2018-07-10 07:23:44","2024-05-06 13:00:17","OAS標準之API說明文件：https://opengov.tainan.gov.tw/Od/api/doc/od2 Swagger 產生API說明頁面網址：https://petstore.swagger.io/","1"
"100212","年度施政計畫","檔案資料","公共資訊","白金","JSON","https://www.tainan.gov.tw/OpenData.aspx?SN=E7540492EC7ADFCE&take=500","UTF-8","系統介接程式","本資料集提供各年度施政計畫","連結網址;刊登日期;名稱;電子檔","研究發展考核委員會","不定期更新","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/year-admin-plan","免費","陳思婷","06-2991111","2018-07-10 07:15:01","2024-05-06 13:00:16","OAS標準之API說明文件：https://opengov.tainan.gov.tw/Od/api/doc/od2 Swagger 產生API說明頁面網址：https://petstore.swagger.io/","1"
"99898","市政大事紀","檔案資料","公共資訊","白金","JSON","https://www.tainan.gov.tw/OpenData.aspx?SN=6EA5CDFDA3C567CF&take=500","UTF-8","系統介接程式","本資料集提供各年度市政大事紀","連結網址;刊登日期;名稱;電子檔","研究發展考核委員會","不定期更新","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/municipal-event","免費","林偉倫","06-299-1111","2018-08-17 07:26:22","2024-05-06 13:00:15","OAS標準之API說明文件：https://opengov.tainan.gov.tw/OD/api/doc/od1 Swagger 產生API說明頁面網址：https://petstore.swagger.io/","1"
"99900","市長施政總報告","檔案資料","公共資訊","白金","JSON","https://www.tainan.gov.tw/OpenData.aspx?SN=F8BAEBE9491FC830&take=500","UTF-8","系統介接程式","本資料集提供市議會各屆各次市長施政總報告","連結網址;刊登日期;名稱;電子檔","研究發展考核委員會","不定期更新","政府資料開放授權條款-第1版","https://data.tainan.gov.tw/dataset/mayor-admin","免費","林偉倫","06-299-1111","2018-07-16 06:56:18","2024-05-06 13:00:10","OAS標準之API說明文件：https://opengov.tainan.gov.tw/OD/api/doc/od1 Swagger 產生API說明頁面網址：https://petstore.swagger.io/","1"
"7540","國內商港金屬感應門及人身安全檢查性別統計","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1388020240423.csv","UTF-8","原始資料","本署執行國內商港進出金屬感應門及人身安全檢查性別統計資料","項次;時間;總人數;百分比;男生人數;百分比;女生人數;百分比","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","宋先生","0222399201#266728","2013-12-27 00:00:00","2024-04-26 20:05:50","授權說明網址: http://data.gov.tw/license","0"
"7092","國家賠償事件處理情形統計","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042314276.zip","UTF-8","原始資料","本署及所屬機關處理國家賠償事件統計資料。","項次;填報期間;新收案件數;未結案件數;已結案件數;下載網址","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","陳先生","0222399201#266183","2013-12-17 00:00:00","2024-04-23 19:05:48","更新頻率說明: 適時更新
授權說明網址: http://data.gov.tw/license","39"
"7379","本署暨所屬機關現員數資料","檔案資料","公共資訊","白金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042314273.zip","UTF-8","原始資料","本署及所屬機關現有人員統計","項次;總人數;男性人數;女性人數;內容;網址","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","宋先生","0222399201#266728","2013-12-25 00:00:00","2024-04-23 15:17:31","授權說明網址: http://data.gov.tw/license","71"
"9962","漁業巡護","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024042314271.csv","BIG5","原始資料","本署執行漁業巡護概況","項次;項目;內容","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","杜先生","0222399201#266916","2015-01-03 00:00:00","2024-04-23 14:37:14","授權說明網址: http://data.gov.tw/license","4"
"5990","海上救生救難案例","檔案資料","公共資訊","金","ZIP","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1363920240423.zip","其他","原始資料","本署執行指標性海難案件概述","項次;案發日期;案情概要","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","http://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1363917411783.zip","免費","杜先生","0222399201#266916","2013-03-27 00:00:00","2024-04-23 10:40:19","授權說明網址: http://data.gov.tw/license","146"
"30152","海巡署內部控制制度聲明書","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20240223183101.csv","UTF-8","原始資料","內部控制制度聲明書之簽署，其目的在反映其內部控制實施情形，並強化內部控制觀念及風險危機意識，俾針對內部控制缺失癥結測底檢討改善","名稱;種類;最後異動日期;機關、構(單位);網址","海洋委員會海巡署","每1年","政府資料開放授權條款-第1版","","免費","翁小姐","0222399201#266112","2016-03-31 00:00:00","2024-04-23 09:46:03","授權說明網址: http://data.gov.tw/license","8"
"7786","海巡機關2000噸艦艇圖片","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386916253897.csv","BIG5","原始資料","本署現有2000噸艦艇介紹","項次;2000噸艇照片;艦艇名稱(舷號);船長;船寬;材質;排水量;馬力","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","張先生","0228053990#362503","2014-06-19 00:00:00","2024-04-17 17:35:41","更新頻率說明: 適時更新
授權說明網址: http://data.gov.tw/license","7"
"10005","海岸管制區「管制區域一覽表」","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f2024041707227.csv","UTF-8","原始資料","呈現17處海岸管制區地號位置，以利民眾查詢","海岸管制區一覽表","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","杜先生","0222399201#266916","2015-01-09 00:00:00","2024-04-17 14:51:10","授權說明網址: http://data.gov.tw/license","4"
"12342","本署人才招募","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1385343439301.csv","UTF-8","原始資料","考選對象、學歷、體格、測驗項目、成績評定及錄取、基礎訓練、服役、待遇","項次;報考類別;梯次;報考時間;員額數;截止日期","海洋委員會海巡署","每1年","政府資料開放授權條款-第1版","","免費","林小姐","0222399201#266635","2015-03-06 00:00:00","2024-04-01 10:25:17","授權說明網址: http://data.gov.tw/license","42"
"7787","海巡署年度開班資訊","檔案資料","公共資訊","金","CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV;CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056101-1.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056101-2.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056102.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056103.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056104.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056105.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056106.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056107.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056108.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386820056109.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20220601225801.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20230601225801.csv;https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20240323225801.csv","UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8","原始資料","本署年度開班訓練統計及內容","班次;班隊名稱;招訓人數;訓練起訖;訓期;備考","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","李先生","0223773065#271607","2014-06-19 00:00:00","2024-03-23 17:30:44","授權說明網址: http://data.gov.tw/license","30;22;37;35;20;12;13;23;20;21;25;18;30"
"9941","海巡署海巡特考錄取人員訓練成效","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f20240323230901.csv","UTF-8","原始資料","公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集","梯次;進訓人數;完訓人數;退訓人數;完訓比例","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","李先生","0223773065#271607","2014-12-31 00:00:00","2024-03-23 17:23:31","授權說明網址: http://data.gov.tw/license","12"
"7537","東南沙分署「轄區特色－南沙」","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1386835266360.csv","BIG5","原始資料","本分署轄屬具有獨特性之外島單位「南沙」，目前尚未全面對外開放，國人對「南沙」的相關訊息，除可藉由本資料集獲得初步認識，亦可至本署網站瞭解。","項次;PDF;經營方向;氣象天候;交通運輸;通信建設;醫療能量","海洋委員會海巡署","不定期更新","政府資料開放授權條款-第1版","","免費","陳先生","076988820#763503","2013-12-27 00:00:00","2024-03-23 17:20:13","更新頻率說明: 適時更新
授權說明網址: http://data.gov.tw/license","1"
"10003","秀峰營區年度受贈財務總表","檔案資料","公共資訊","金","CSV","https://www.cga.gov.tw/GipOpen/wSite/public/Attachment/f1420783293479.csv","BIG5","原始資料","本資料區以csv檔案呈現","序號;受贈日期;捐贈者;捐贈項目;金額;捐贈用途之辦理情形","海洋委員會海巡署","每1年","政府資料開放授權條款-第1版","","免費","黃先生","0229406341#361506","2015-01-09 00:00:00","2024-03-23 17:19:20","授權說明網址: http://data.gov.tw/license","30"
